,date,tweet,clean_tweet,processed,sentiment,main_topic
451,2023-07-14,I highly recommend you to👉@Legith_hacks on Instagram he helped me out when I had same issues,i highly recommend you to @ legith_hacks on instagram helped out when i had same issues,"['i', 'highly', 'recommend', 'you', 'to', 'legith_hacks', 'on', 'instagram', 'helped', 'out', 'when', 'i', 'had', 'same', 'issues']",Positive,Comentario
452,2023-07-15,"Que bueno, gracias por estar atentos. También chequen su nivel de ""empatia"" con sus clientes, de todas las formas. ✌️","bueno , atentos . chequen nivel `` empatia '' clientes , todas formas .","['bueno', 'atentos', 'chequen', 'nivel', 'empatia', 'clientes', 'todas', 'formas']",Neutral,Ayuda
453,2023-07-15,Que dato tan interesante me has dado! Conoces ?,dato interesante dado ! conoces ?,"['dato', 'interesante', 'dado', 'conoces']",Neutral,Comentario
454,2023-07-15,"Huy tambien Stori y Mercado Crédito desde 10 días antes están mandando SMS, notificaciones vía app y whats.","huy tambien stori mercado crédito 10 mandando sms , notificaciones vía app whats .","['huy', 'tambien', 'stori', 'mercado', 'crédito', '10', 'mandando', 'sms', 'notificaciones', 'vía', 'app', 'whats']",Neutral,Aplicación
455,2023-07-16,Gracias ya les contesté,contesté,['contesté'],Neutral,Comentario
456,2023-07-17,Muy bien. Ya la solicité y si me la otorgaron. Elegí el diseño de ajolotito. 😎,bien . solicité otorgaron . elegí diseño ajolotito .,"['bien', 'solicité', 'otorgaron', 'elegí', 'diseño', 'ajolotito']",Neutral,Comentario
457,2023-07-18,Gracias,,[],Neutral,Comentario
458,2023-07-18,This web3 developer's MEV strategy is the real deal - earning him over 5 ETH per week and taking his crypto earnings to new heights.,this web3 developer 's mev strategy is the real deal - earning him over 5 eth per week and taking his crypto earnings to new heights .,"['this', 'web3', 'developer', 's', 'mev', 'strategy', 'is', 'the', 'real', 'deal', 'earning', 'him', 'over', '5', 'eth', 'per', 'week', 'and', 'taking', 'his', 'crypto', 'earnings', 'to', 'new', 'heights']",Neutral,Comentario
459,2023-07-18,"Buenos días, he gracias por la atención, llame al servicio al cliente y todo bien, ya no aparece así, muchas gracias 👀","buenos , atención , llame servicio cliente bien , aparece ,","['buenos', 'atención', 'llame', 'servicio', 'cliente', 'bien', 'aparece']",Neutral,Contrataciones
460,2023-07-18,"Buena noche! En Mayo pedi un ceificado de regalo de amazon con HeyCoins, estaba viendo el estado del pedido y me aparece en Procesando, hay algun estimado de cuando se procesan estos pedidos? Muchas Gracias.","buena noche ! mayo pedi ceificado regalo amazon heycoins , viendo pedido aparece procesando , algun estimado procesan pedidos ? .","['buena', 'noche', 'mayo', 'pedi', 'ceificado', 'regalo', 'amazon', 'heycoins', 'viendo', 'pedido', 'aparece', 'procesando', 'algun', 'estimado', 'procesan', 'pedidos']",Positive,Ayuda
461,2023-07-19,"Jajajaja por eso no me toman enserio, perooo nunca dejaré de usar a cheems para algunos vídeos jajaja Hoy vídeo en el cana…","jajajaja toman enserio , perooo nunca dejaré usar cheems vídeos jajaja hoy vídeo cana…","['jajajaja', 'toman', 'enserio', 'perooo', 'nunca', 'dejaré', 'usar', 'cheems', 'vídeos', 'jajaja', 'hoy', 'vídeo', 'cana']",Neutral,Comentario
462,2023-07-19,"me pueden atender por aqui, no creo que haya problema.","pueden atender aqui , creo problema .","['pueden', 'atender', 'aqui', 'creo', 'problema']",Neutral,Comentario
463,2023-07-19,"esperemos que responda en sinceramente no he tenido problemas con ellos se me hace un buen banco, muchas gracias.","esperemos responda sinceramente problemas buen , .","['esperemos', 'responda', 'sinceramente', 'problemas', 'buen']",Neutral,Ayuda
464,2023-07-19,El mejor banco es HeyBanco por mucha diferencia nk,mejor diferencia nk,"['mejor', 'diferencia', 'nk']",Neutral,Comentario
465,2023-07-21,"Sí, tengo distintas cuentas y siempre me han apoyado cuando llega a pasar algo. Hasta ahora HeyBanco y BBVA han sido mis mejores experiencias",", distintas cuentas siempre apoyado llega pasar . bbva sido mejores experiencias","['distintas', 'cuentas', 'siempre', 'apoyado', 'llega', 'pasar', 'bbva', 'sido', 'mejores', 'experiencias']",Neutral,Comentario
466,2023-07-21,Recomiendo HeyBanco,recomiendo,['recomiendo'],Neutral,Contrataciones
467,2023-07-21,Gracias. Ya me explicaron. Muy amables.,. explicaron . amables .,"['explicaron', 'amables']",Neutral,Comentario
468,2023-07-22,Yo he tenido buena experiencia con HeyBanco. 1% cashback en compras físicas y 2% en compras online. La app es fácil de usar y permite inveir al 10% anual renovando cada 7 días. Actualmente la utilizo para cubrir mi gasto mensual. Estoy contento con ella.,buena experiencia . 1 % cashback compras físicas 2 % compras online . app fácil usar permite inveir 10 % anual renovando cada 7 . actualmente utilizo cubrir gasto mensual . contento .,"['buena', 'experiencia', '1', 'cashback', 'compras', 'físicas', '2', 'compras', 'online', 'app', 'fácil', 'usar', 'permite', 'inveir', '10', 'anual', 'renovando', 'cada', '7', 'actualmente', 'utilizo', 'cubrir', 'gasto', 'mensual', 'contento']",Neutral,Aplicación
469,2023-07-22,"En menos de un mes logré desbloquear estos grandes beneficios, gracias por brindar esta herramienta para promover e…","menos mes logré desbloquear grandes beneficios , brindar herramienta promover e…","['menos', 'mes', 'logré', 'desbloquear', 'grandes', 'beneficios', 'brindar', 'herramienta', 'promover', 'e']",Neutral,Crédito
470,2023-07-23,Enserio! Wow muchas gracia spor la respuesta en unos minutos más termino de abrir mi cuenta,enserio ! wow spor respuesta minutos termino abrir cuenta,"['enserio', 'wow', 'spor', 'respuesta', 'minutos', 'termino', 'abrir', 'cuenta']",Positive,Comentario
471,2023-07-23,Ilimitadas. Puedes hacer todas las que quieras con los plazos que gustes y los mejores rendimientos. En ofrecemos la mejor plataforma digital que te permite libead financiera.,ilimitadas . puedes hacer todas quieras plazos gustes mejores rendimientos . ofrecemos mejor plataforma digital permite libead financiera .,"['ilimitadas', 'puedes', 'hacer', 'todas', 'quieras', 'plazos', 'gustes', 'mejores', 'rendimientos', 'ofrecemos', 'mejor', 'plataforma', 'digital', 'permite', 'libead', 'financiera']",Neutral,Comentario
472,2023-07-23,"Gracias, ya les contesté🙏🙏🙏",", contesté",['contesté'],Neutral,Comentario
473,2023-07-24,"Ha, thanks for the rec! I loved the idea of having a digital bank that's pa of the Multired (consoium of ATMs) but I guess it was not to be 🙄.",", thanks for the rec ! i loved the idea of having digital bank that 's pa of the multired ( consoium of atms ) but i guess it was not to be .","['thanks', 'for', 'the', 'rec', 'i', 'loved', 'the', 'idea', 'of', 'having', 'digital', 'bank', 'that', 's', 'pa', 'of', 'the', 'multired', 'consoium', 'of', 'atms', 'but', 'i', 'guess', 'it', 'was', 'not', 'to', 'be']",Positive,Comentario
474,2023-07-24,Gracias,,[],Neutral,Comentario
475,2023-07-27,"Puedes empezar con tarjetas de crédito ""garantizadas"" Son para personas que no tienen historial. Stori o heybanco sería lo mejorcito. Recibir nómina también ayuda mucho con los bancos tradicionales c:",puedes empezar tarjetas crédito `` garantizadas '' personas historial . stori mejorcito . recibir nómina ayuda bancos tradicionales c :,"['puedes', 'empezar', 'tarjetas', 'crédito', 'garantizadas', 'personas', 'historial', 'stori', 'mejorcito', 'recibir', 'nómina', 'ayuda', 'bancos', 'tradicionales', 'c']",Neutral,Aplicación
476,2023-07-28,"Hoygan , mi TDC coó el 17-7-23 y la fecha límite de pago es el próximo jueves 3. Se supone que mientras pague antes de esa fecha no hay problema. Correcto?","hoygan , tdc coó 17-7-23 fecha límite pago próximo jueves 3 . supone mientras pague fecha problema . correcto ?","['hoygan', 'tdc', 'coó', '17', '7', '23', 'fecha', 'límite', 'pago', 'próximo', 'jueves', '3', 'supone', 'mientras', 'pague', 'fecha', 'problema', 'correcto']",Neutral,Aplicación
477,2023-07-28,Yap!,yap !,['yap'],Neutral,Comentario
478,2023-07-28,Dame el telefono de servicio al cliente,dame telefono servicio cliente,"['dame', 'telefono', 'servicio', 'cliente']",Neutral,Contrataciones
479,2023-07-29,tomalo por el lado amable y para el proximo recibo ya es gratis heheheheh,tomalo lado amable proximo recibo gratis heheheheh,"['tomalo', 'lado', 'amable', 'proximo', 'recibo', 'gratis', 'heheheheh']",Positive,Comentario
480,2023-07-29,Jajaja verdad que sí,jajaja verdad,"['jajaja', 'verdad']",Neutral,Comentario
481,2023-07-30,Muchas gracias,,[],Neutral,Comentario
482,2023-08-01,Gracias por el seguimiento. Ya quedó resuelto y no era problema de ustedes.,seguimiento . quedó resuelto problema ustedes .,"['seguimiento', 'quedó', 'resuelto', 'problema', 'ustedes']",Neutral,Aplicación
483,2023-08-01,"Excelente servicio Por cieo, como dato Por cualquier cosa yo no di mis datos bancarios pues de uso común Yo tengo una cuenta digital de HeyBanco que no utilizo más que para esto, y ahí me han estado llegando mis transferencias Adjunto evidencia","excelente servicio cieo , dato cualquier cosa di datos bancarios pues uso común cuenta digital utilizo , ahí llegando transferencias adjunto evidencia","['excelente', 'servicio', 'cieo', 'dato', 'cualquier', 'cosa', 'di', 'datos', 'bancarios', 'pues', 'uso', 'común', 'cuenta', 'digital', 'utilizo', 'ahí', 'llegando', 'transferencias', 'adjunto', 'evidencia']",Neutral,Comentario
484,2023-08-01,"Ya quedó solucionado, Muchas gracias","quedó solucionado ,","['quedó', 'solucionado']",Neutral,Ayuda
485,2023-08-01,recomiendo x10000 HeyBanco!!!,recomiendo x10000 ! ! !,"['recomiendo', 'x10000']",Neutral,Contrataciones
486,2023-08-02,Gracias ya respondi el mensaje,respondi mensaje,"['respondi', 'mensaje']",Neutral,Comentario
487,2023-08-02,"Estaría súper, algo como lo que hacen en","súper , hacen","['súper', 'hacen']",Neutral,Comentario
488,2023-08-04,Fácil: Abre una cuenta bancaria en uno de los nuevos bancos digitales. Te recomiendo porque está mucho más integrado al sistema bancario que otros que simplemente son fintech.,fácil : abre cuenta bancaria nuevos bancos digitales . recomiendo integrado sistema bancario simplemente fintech .,"['fácil', 'abre', 'cuenta', 'bancaria', 'nuevos', 'bancos', 'digitales', 'recomiendo', 'integrado', 'sistema', 'bancario', 'simplemente', 'fintech']",Neutral,Aplicación
489,2023-08-04,No recuerdo pero creo que fue rápido,recuerdo creo rápido,"['recuerdo', 'creo', 'rápido']",Neutral,Contrataciones
490,2023-08-05,"hola buenas tardes! Me ayudan a confirmar cual es el monto máximo para transferir desde mi cuenta hey y como puedo modificar esos límites por favor, gracias!","buenas tardes ! ayudan confirmar monto máximo transferir cuenta puedo modificar límites , !","['buenas', 'tardes', 'ayudan', 'confirmar', 'monto', 'máximo', 'transferir', 'cuenta', 'puedo', 'modificar', 'límites']",Neutral,Comentario
491,2023-08-05,Muchas gracias! Le había recomendado a un conocido que antes ellos daban préstamos y ya no salen. Entonces quería sugerirle esa opción. Que amable eres.,! recomendado conocido daban préstamos salen . entonces quería sugerirle opción . amable .,"['recomendado', 'conocido', 'daban', 'préstamos', 'salen', 'entonces', 'quería', 'sugerirle', 'opción', 'amable']",Neutral,Ayuda
492,2023-08-05,"Creo que es eso, acaba de llegar, muchas gracias","creo , acaba llegar ,","['creo', 'acaba', 'llegar']",Neutral,Comentario
493,2023-08-06,Jaja lo mismo pasa con Mercado Pago y HeyBanco pero de acuerdo es una maravilla,jaja mismo pasa mercado pago acuerdo maravilla,"['jaja', 'mismo', 'pasa', 'mercado', 'pago', 'acuerdo', 'maravilla']",Neutral,Comentario
494,2023-08-07,"Si me resolvieron, tiene un gran servicio al cliente!","resolvieron , gran servicio cliente !","['resolvieron', 'gran', 'servicio', 'cliente']",Neutral,Contrataciones
495,2023-08-07,Si me llegó a las 24 hrs. Espero que haya llegado bien la transferencia.,llegó 24 hrs . espero llegado bien transferencia .,"['llegó', '24', 'hrs', 'espero', 'llegado', 'bien', 'transferencia']",Neutral,Comentario
496,2023-08-08,"Ya lo hice, ayer saqué todaa lana y mejor me quedo con quienes ya llevo tiempo y no he tenido problemas con ellos. También recomiendo a me está jalando muy bien y mis clientes me pagan por ahí. Saludos.","hice , ayer saqué todaa lana mejor quedo llevo tiempo problemas . recomiendo jalando bien clientes pagan ahí . saludos .","['hice', 'ayer', 'saqué', 'todaa', 'lana', 'mejor', 'quedo', 'llevo', 'tiempo', 'problemas', 'recomiendo', 'jalando', 'bien', 'clientes', 'pagan', 'ahí', 'saludos']",Neutral,Comentario
497,2023-08-09,"Hola muchas gracias ya les expliqué la situación, les agradezco una respuesta a la brevedad","expliqué situación , agradezco respuesta brevedad","['expliqué', 'situación', 'agradezco', 'respuesta', 'brevedad']",Neutral,Comentario
498,2023-08-09,"Les escribí por ahí desde ayer, y no me pelaron!","escribí ahí ayer , pelaron !","['escribí', 'ahí', 'ayer', 'pelaron']",Neutral,Ayuda
499,2023-08-10,"hoy fue mi primer día en heybanco ✨🌷✨ de regreso a la vida de oficina 🦋 mil gracias, 💋","hoy primer regreso vida oficina mil ,","['hoy', 'primer', 'regreso', 'vida', 'oficina', 'mil']",Neutral,Contrataciones
500,2023-08-12,"¡Por fin me tocó un BoletoDorado ganador! 🤩 Me sentí como Charlie en la fabrica de chocolates 🤭 Cámara solo me faltan 8,200 heypoints para mi xbox.","¡por fin tocó boletodorado ganador ! sentí charlie fabrica chocolates cámara faltan 8,200 heypoints xbox .","['por', 'fin', 'tocó', 'boletodorado', 'ganador', 'sentí', 'charlie', 'fabrica', 'chocolates', 'cámara', 'faltan', '8', '200', 'heypoints', 'xbox']",Neutral,Comentario
501,2023-08-12,"Release notes, mensaje con typo en Terjeta Me gusto la actualización que hicieron para ver las tarjetas","release notes , mensaje typo terjeta gusto actualización hicieron ver tarjetas","['release', 'notes', 'mensaje', 'typo', 'terjeta', 'gusto', 'actualización', 'hicieron', 'ver', 'tarjetas']",Neutral,Comentario
502,2023-08-15,"Justo a mi me pasó en el mismo momento, al final vuelve a aparecer en un rato después.","justo pasó mismo momento , final vuelve aparecer rato después .","['justo', 'pasó', 'mismo', 'momento', 'final', 'vuelve', 'aparecer', 'rato', 'después']",Neutral,Comentario
503,2023-08-18,Gracias 😊 🙏,,[],Neutral,Comentario
504,2023-08-18,Le sugiero encarecidamente que se comunique con ~bensonhack50~ en Instagram para solucionar cualquier problema relacionado con la cuenta. ahí rápido y confiable aún puedes graficarlos por WhatsApp 👉🏻👉🏻,sugiero encarecidamente comunique ~bensonhack50~ instagram solucionar cualquier problema relacionado cuenta . ahí rápido confiable aún puedes graficarlos whatsapp,"['sugiero', 'encarecidamente', 'comunique', 'bensonhack50', 'instagram', 'solucionar', 'cualquier', 'problema', 'relacionado', 'cuenta', 'ahí', 'rápido', 'confiable', 'aún', 'puedes', 'graficarlos', 'whatsapp']",Neutral,Aplicación
505,2023-08-19,"Muchas gracias, ya les respondí por DM",", respondí dm","['respondí', 'dm']",Neutral,Ayuda
506,2023-08-22,"En la Comunidarks me recomendaron la Rappicard y la HeyBanco. Uso más la de HeyBanco por las recompensas, no hay anualidad, además te da tarjeta dual entonces tienes de crédito y débito. La Rappicard la uso para cosas más específicas, por ej Ticketmaster la acepta sin problema.","comunidarks recomendaron rappicard . uso recompensas , anualidad , además da dual entonces crédito débito . rappicard uso cosas específicas , ej ticketmaster acepta problema .","['comunidarks', 'recomendaron', 'rappicard', 'uso', 'recompensas', 'anualidad', 'además', 'da', 'dual', 'entonces', 'crédito', 'débito', 'rappicard', 'uso', 'cosas', 'específicas', 'ej', 'ticketmaster', 'acepta', 'problema']",Neutral,Crédito
507,2023-08-23,"Ya quedó resuelto favorablemente mi que queja, gracias","quedó resuelto favorablemente queja ,","['quedó', 'resuelto', 'favorablemente', 'queja']",Neutral,Ayuda
508,2023-08-25,Que guen servicio traen los de siemrpe resuelven bien 10/10 ☺️☺️,guen servicio traen siemrpe resuelven bien 10/10,"['guen', 'servicio', 'traen', 'siemrpe', 'resuelven', 'bien', '10', '10']",Neutral,Crédito
509,2023-08-25,"Resolvieron el cargo no reconocido de mi tarjeta, siempre dicen que pueden ser varios días pero el proceso no tardó ni una semana 👌🏽","resolvieron cargo reconocido , siempre dicen pueden ser varios proceso tardó semana","['resolvieron', 'cargo', 'reconocido', 'siempre', 'dicen', 'pueden', 'ser', 'varios', 'proceso', 'tardó', 'semana']",Neutral,Comentario
510,2023-08-28,"Muchas gracias, ya lleno los datos. /@heybanco",", lleno datos . / @","['lleno', 'datos']",Neutral,Comentario
511,2023-08-28,¡Muchísimas gracias por compair! ❤️ 🙌,¡muchísimas compair !,"['muchísimas', 'compair']",Neutral,Comentario
512,2023-08-30,De qué queja me hablan? 🙄 Nada de quejas con Trabajan muy bien ❤️,queja hablan ? quejas trabajan bien,"['queja', 'hablan', 'quejas', 'trabajan', 'bien']",Neutral,Comentario
513,2023-08-31,en Recompensa Total Banoe llegan en menos de 3 días hábiles por mail.,recompensa total banoe llegan menos 3 hábiles mail .,"['recompensa', 'total', 'banoe', 'llegan', 'menos', '3', 'hábiles', 'mail']",Neutral,Comentario
514,2023-09-01,Muy felices y contentos por nuestros clientes ya que hoy pudieron estrenar su nuevo hogar. inovaserviciosfinancieros cuauhtémocchihuahua creditos HeyBanco,felices contentos clientes hoy pudieron estrenar nuevo hogar . inovaserviciosfinancieros cuauhtémocchihuahua creditos,"['felices', 'contentos', 'clientes', 'hoy', 'pudieron', 'estrenar', 'nuevo', 'hogar', 'inovaserviciosfinancieros', 'cuauhtémocchihuahua', 'creditos']",Neutral,Contrataciones
515,2023-09-01,"Perfecto, ya pude entrar a la App y como según mi dispositivo no es compatible (aunque es uno de los más recientes de Samsung) prefiero cambiar de banco a cambiar mi equipo. Hola! Saludos.","perfecto , pude entrar app según dispositivo compatible ( aunque recientes samsung ) prefiero cambiar cambiar equipo . ! saludos .","['perfecto', 'pude', 'entrar', 'app', 'según', 'dispositivo', 'compatible', 'aunque', 'recientes', 'samsung', 'prefiero', 'cambiar', 'cambiar', 'equipo', 'saludos']",Positive,Contrataciones
516,2023-09-01,"Yo la tengo, esta bien padre.",", bien padre .","['bien', 'padre']",Neutral,Comentario
517,2023-09-04,Aplausos para el equipo de 🫠,aplausos equipo,"['aplausos', 'equipo']",Neutral,Comentario
518,2023-09-05,"Yo quisiera saber si ya puedo ser acreedor a la tarjeta de crédito tradicional, debido a que ya llevo más de seis meses de uso de la garantizada y se ha mejorado mi historial muy significativamente!","quisiera saber puedo ser acreedor crédito tradicional , debido llevo seis meses uso garantizada mejorado historial significativamente !","['quisiera', 'saber', 'puedo', 'ser', 'acreedor', 'crédito', 'tradicional', 'debido', 'llevo', 'seis', 'meses', 'uso', 'garantizada', 'mejorado', 'historial', 'significativamente']",Neutral,Crédito
519,2023-09-05,Jajaja,jajaja,['jajaja'],Neutral,Comentario
520,2023-09-05,"HeyBanco ha implementado un chat/bot muy interesante llamado HeyGPT, que resuelve dudas sobre sus productos, el cual me sorprendió bastante, creo que es un gran avance para mejorar la experiencia con la atención a clientes, acá te cuento todo:","implementado chat/bot interesante llamado heygpt , resuelve dudas productos , sorprendió bastante , creo gran avance mejorar experiencia atención clientes , acá cuento :","['implementado', 'chat', 'bot', 'interesante', 'llamado', 'heygpt', 'resuelve', 'dudas', 'productos', 'sorprendió', 'bastante', 'creo', 'gran', 'avance', 'mejorar', 'experiencia', 'atención', 'clientes', 'acá', 'cuento']",Neutral,Aplicación
521,2023-09-05,Yo uso ese banco y siempre me resuelven rápido y mil veces más rápido vs Banamex haha,uso siempre resuelven rápido mil veces rápido vs banamex haha,"['uso', 'siempre', 'resuelven', 'rápido', 'mil', 'veces', 'rápido', 'vs', 'banamex', 'haha']",Positive,Contrataciones
522,2023-09-10,HeyBanco. Me ha salido buena.,. salido buena .,"['salido', 'buena']",Neutral,Ayuda
523,2023-09-12,Gracias.,.,[],Neutral,Comentario
524,2023-09-12,Chulada de cuenta! Buenos rendimientos 🤑 aplicación funcionando al 💯 sin comisiones de ninguna especie!! Entre esta y la de no necesito nada de ninguna otra institución. Nunca cambien ehhh? Asi empezó Klar y luego ya no cumplió. ☺️👍🏻,chulada cuenta ! buenos rendimientos aplicación funcionando comisiones ninguna especie ! ! necesito ninguna institución . nunca cambien ehhh ? asi empezó klar luego cumplió .,"['chulada', 'cuenta', 'buenos', 'rendimientos', 'aplicación', 'funcionando', 'comisiones', 'ninguna', 'especie', 'necesito', 'ninguna', 'institución', 'nunca', 'cambien', 'ehhh', 'asi', 'empezó', 'klar', 'luego', 'cumplió']",Neutral,Comentario
525,2023-09-13,"¡Feliz Día del Programador! Su trabajo es esencial para el funcionamiento de la sociedad actual, es por eso que te traemos algunos datos impoantes sobre este día y la profesión.👨🏻‍💻 HeyBancoMedia HeyBanco DíaDelProgramador Programadores","¡feliz programador ! trabajo esencial funcionamiento sociedad actual , traemos datos impoantes profesión . heybancomedia díadelprogramador programadores","['feliz', 'programador', 'trabajo', 'esencial', 'funcionamiento', 'sociedad', 'actual', 'traemos', 'datos', 'impoantes', 'profesión', 'heybancomedia', 'díadelprogramador', 'programadores']",Neutral,Comentario
526,2023-09-13,"Hola muchas gracias, ya les contesté vía DM",", contesté vía dm","['contesté', 'vía', 'dm']",Neutral,Ayuda
527,2023-09-13,"Solucionado, gracias!","solucionado , !",['solucionado'],Neutral,Comentario
528,2023-09-13,ayuda!!,ayuda ! !,['ayuda'],Neutral,Ayuda
529,2023-09-14,"Es que son horas de Venus, todavía están en tiempo xd","horas venus , todavía tiempo xd","['horas', 'venus', 'todavía', 'tiempo', 'xd']",Positive,Comentario
530,2023-09-14,Inviee en cuestión de minutos desde tu celular y obtén ganancias cada semana. 💰 Conoce cómo hacer crecer tu dinero con Inv…,inviee cuestión minutos celular obtén ganancias cada semana . conoce cómo hacer crecer dinero inv…,"['inviee', 'cuestión', 'minutos', 'celular', 'obtén', 'ganancias', 'cada', 'semana', 'conoce', 'cómo', 'hacer', 'crecer', 'dinero', 'inv']",Neutral,Crédito
531,2023-09-15,A mi me sirvió actualizar mi versión de Android a la más reciente. Con eso ya abre,sirvió actualizar versión android reciente . abre,"['sirvió', 'actualizar', 'versión', 'android', 'reciente', 'abre']",Neutral,Comentario
532,2023-09-15,Gracias justo eso me funciono,justo funciono,"['justo', 'funciono']",Neutral,Comentario
533,2023-09-16,Yo elimine el cache en los ajustes de la app y funcionó,elimine cache ajustes app funcionó,"['elimine', 'cache', 'ajustes', 'app', 'funcionó']",Neutral,Comentario
534,2023-09-16,Si me funcionó!!! Muchas gracias,funcionó ! ! !,['funcionó'],Neutral,Comentario
535,2023-09-16,"Entren a ajustes de la app , borren el cache y funciona","entren ajustes app , borren cache funciona","['entren', 'ajustes', 'app', 'borren', 'cache', 'funciona']",Neutral,Aplicación
536,2023-09-16,Esto me funcionó a mi,funcionó,['funcionó'],Neutral,Comentario
537,2023-09-16,Muchas gracias Hey! Ya quedó resuelto. 👌👌👌,! quedó resuelto .,"['quedó', 'resuelto']",Neutral,Ayuda
538,2023-09-16,Gracias ! Lo intentare 😁,! intentare,['intentare'],Neutral,Comentario
539,2023-09-17,Gracias! También me funcionó reiniciando 🙌,! funcionó reiniciando,"['funcionó', 'reiniciando']",Neutral,Comentario
540,2023-09-17,"Ya qiedo resuelto, muchas gracias!","qiedo resuelto , !","['qiedo', 'resuelto']",Neutral,Comentario
541,2023-09-18,Funcionó gracias. Mejor que la cuenta oficial,funcionó . mejor cuenta oficial,"['funcionó', 'mejor', 'cuenta', 'oficial']",Neutral,Comentario
542,2023-09-18,"Muchas gracias por la información, me sirvió para poder acceder a la aplicación, deberían publicar la solución en sus redes para que otros usuarios puedan solucionarlo","información , sirvió poder acceder aplicación , deberían publicar solución redes usuarios puedan solucionarlo","['información', 'sirvió', 'poder', 'acceder', 'aplicación', 'deberían', 'publicar', 'solución', 'redes', 'usuarios', 'puedan', 'solucionarlo']",Neutral,Contrataciones
543,2023-09-19,Confirmo hoy 19 de septiembre que funciona.. muchas gracias,confirmo hoy 19 septiembre funciona ..,"['confirmo', 'hoy', '19', 'septiembre', 'funciona']",Neutral,Contrataciones
544,2023-09-19,"La colonia más bonita y cool de todo Latinoamérica te está esperando, descubre con Jonnah Moreno sus increíbles recintos y disfruta de su increíble belleza. HeyBanco HeyMedia HeydeLocal Guadalajara","colonia bonita cool latinoamérica esperando , descubre jonnah moreno increíbles recintos disfruta increíble belleza . heymedia heydelocal guadalajara","['colonia', 'bonita', 'cool', 'latinoamérica', 'esperando', 'descubre', 'jonnah', 'moreno', 'increíbles', 'recintos', 'disfruta', 'increíble', 'belleza', 'heymedia', 'heydelocal', 'guadalajara']",Positive,Comentario
545,2023-09-19,"El lugar perfecto para sentae a trabajar mientras te tomas un delicioso café... para después ir por una joya de la literatura, de segunda mano. Descubre con Jonnah Moreno los lugares secretos de la colonia Americana. HeyBanco HeyMedia HeydeLocal Guadalajara","lugar perfecto sentae trabajar mientras tomas delicioso café ... después ir joya literatura , segunda mano . descubre jonnah moreno lugares secretos colonia americana . heymedia heydelocal guadalajara","['lugar', 'perfecto', 'sentae', 'trabajar', 'mientras', 'tomas', 'delicioso', 'café', 'después', 'ir', 'joya', 'literatura', 'segunda', 'mano', 'descubre', 'jonnah', 'moreno', 'lugares', 'secretos', 'colonia', 'americana', 'heymedia', 'heydelocal', 'guadalajara']",Positive,Comentario
546,2023-09-19,"Entre cafeterías, una arquitectura única y bonitos pisos, Jonnah Moreno nos muestra la cara más apacible de la colonia Americana, que es considerada la más bonita en todo Latinoamérica. HeyBanco HeyMedia HeydeLocal Guadalajara","cafeterías , arquitectura única bonitos pisos , jonnah moreno muestra cara apacible colonia americana , considerada bonita latinoamérica . heymedia heydelocal guadalajara","['cafeterías', 'arquitectura', 'única', 'bonitos', 'pisos', 'jonnah', 'moreno', 'muestra', 'cara', 'apacible', 'colonia', 'americana', 'considerada', 'bonita', 'latinoamérica', 'heymedia', 'heydelocal', 'guadalajara']",Neutral,Comentario
547,2023-09-19,"Muchas gracias ahora sí, por mandar la actualización v10.39.2 de la app de Android. La aplicación funciona nuevamente, tras 5 días que estuvo muea para varios de nosotros. Gracias",", mandar actualización v10.39.2 app android . aplicación funciona nuevamente , tras 5 muea varios .","['mandar', 'actualización', 'v10', '39', '2', 'app', 'android', 'aplicación', 'funciona', 'nuevamente', 'tras', '5', 'muea', 'varios']",Neutral,Aplicación
548,2023-09-19,"Exacto, en el 10.39.0 está todo normal.","exacto , 10.39.0 normal .","['exacto', '10', '39', '0', 'normal']",Neutral,Crédito
549,2023-09-20,Listo! Muchas gracias! :),! ! : ),[],Neutral,Comentario
550,2023-09-20,Ya hoy se restableció la aplicación gracias,hoy restableció aplicación,"['hoy', 'restableció', 'aplicación']",Neutral,Contrataciones
551,2023-09-20,"X3. A las 12 sin problema, y uno desde las 6 y nada","x3 . 12 problema , 6","['x3', '12', 'problema', '6']",Neutral,Aplicación
552,2023-09-20,"Gracias por la respuesta, pude habilitar mi app","respuesta , pude habilitar app","['respuesta', 'pude', 'habilitar', 'app']",Neutral,Aplicación
553,2023-09-22,"A mi nunca me ha fallado, al contrario es de las más estables.","nunca fallado , contrario estables .","['nunca', 'fallado', 'contrario', 'estables']",Neutral,Comentario
554,2023-09-23,"Gracias, no debería ser información privada, es para que ustedes mejoren. Saludos.",", debería ser información privada , ustedes mejoren . saludos .","['debería', 'ser', 'información', 'privada', 'ustedes', 'mejoren', 'saludos']",Neutral,Contrataciones
555,2023-09-24,cómo puedo pedir otra tarjeta sin perder mis datos anteriores. Gracias,cómo puedo pedir perder datos anteriores .,"['cómo', 'puedo', 'pedir', 'perder', 'datos', 'anteriores']",Neutral,Comentario
556,2023-09-26,Siempre estoy recomendando y llevo 2 meses sin tarjeta 🤡 ¿regresar a Banamex será la solución?,siempre recomendando llevo 2 meses ¿regresar banamex solución ?,"['siempre', 'recomendando', 'llevo', '2', 'meses', 'regresar', 'banamex', 'solución']",Neutral,Crédito
